Banco,Sector,Sector normalizado,"Alcance (subsector o actividades, y alcance de emisiones, 1,2,3)","Sector Boundaries (parte de la cadena de valor, por ejemplo upstream, manufactures...)","Activities scope (Ammount drawn, undrawn, Debt financing,  Equity financing,  Capital markets...)",Cobertura Geográfica,"Cobertura de la entidad (CIB, Retail, etc)",Metodología de referencia,Escenario de referencia (Contempla un rango),Métrica del objetivo,Data source,Año base,Último año reportado,Año Objetivo,Emisiones o Intensidad año base,Emisiones o Intensidad año 2023,Emisiones o Intensidad año 2024,Emisiones o Intensidad año 2025,Emisiones o Intensidad año 2026,Emisiones o Intensidad año objetivo,Porcentaje de reducción (año base vs año objetivo),Porcentaje de reducción (YTD),CAGR Anual Objetivo,Cumplimiento/alineamiento,Validación por un tercero,Moneda,Portfolio Amount sujeta al objetivo ($bn),Peso dentro del Portfolio (incluye portfolio total),Media del mercado para el año actual,Emisiones absolutas,Emisiones Facilitadas,Volumen de financiacion/movilización sostenible,ESBR o ESR,Porcentaje de CAPEX Verde de las Contrapartes,Implied Temperature Rise (ITR),Climate - Related Value at Risk (CVaR),Plan de transición definido,Última actualización,Fuente de información,Página (Link),Comentarios
ING Groep N.V.,Commercial real estate,Commercial Real Estate,Scope 1+2,Downstream - Building ownership,Amount drawn; Undrawn commitments,Holanda,Wholesale Banking; Business Banking,PCAF; CRREM,CRREM 1.5°C GHG pathways,kg CO2e / m2,,2022,2025,2030,37,,"36,1",34,,"16,2","56,00","-8,11%",,8% de avance,SBTi validado,EUR,"27,8 €bn (2025)",,,"1,042 ktCO2e (2025)",,,,,,,Sí,46054,ING Group Annual Report 2025,"pp. 113, 123, 126",Cobertura actual: WB RE y BB RE NL. Emisiones absolutas sumando Wholesale y Business Banking CRE p. 126.
ING Groep N.V.,Residential real estate,Residential Real Estate,Scope 1+2,Downstream - Residential mortgages,Amount drawn,Holanda; Bélgica; Alemania; Polonia; España,Retail,PCAF; CRREM,No declarado,kg CO2e / m2,,2021,2025,Seguimiento,"39,8",,"37,5","35,5",,,,"-10,80%",,,No validado,EUR,"315,0 €bn (2025)",85,,"5,759 ktCO2e (2025)",,,,,,,Sí (parcial),46054,ING Group Annual Report 2025,"pp. 113, 124, 126","No tiene objetivo 2030 formalizado en la tabla resumen. Reducción YTD calculada: (39,8-35,5)/39,8 = 10,8%."
Intesa Sanpaolo S.p.A.,Agriculture - Primary Farming,Agriculture,Scope 1+2,Primary farming,Amount drawn,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,tCO2eq/€mln revenue,,2022,2025,2030,721,662,675,671,,641,"11,00","-6,93%",,on track,SBTi validado,EUR,"0,9 €bn ","0,2 %",,"0,9 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 195, 201",Reducción del 11% calculada entre 721 (2022) y 641 (2030).
Intesa Sanpaolo S.p.A.,Aluminium,Aluminum,Scope 1+2,Aluminium producers,Amount drawn,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,tCO2eq/t Aluminium,,2022,2025,2030,"4,79","4,33","4,38","3,03",,"4,31","10,00","-36,74%",,ahead of target,SBTi validado,,"0,2 €bn ","0,04 %",,"0,1 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 196, 201","Reducción del 10% calculada entre 4,79 (2022) y 4,31 (2030)."
Intesa Sanpaolo S.p.A.,Automotive,Automotive,Scope 3,Passenger cars and light trucks manufacturing,Amount drawn,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,gCO2e/vkm,,2022,2025,2030,192,185,192,175,,100,"0,48","-8,85%",,on track,SBTi validado,,"1,8 €bn ","0,4 %",,"1,1 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 196, 201",Métrica: gCO2eq/vkm (Well-to-Wheel).
Intesa Sanpaolo S.p.A.,Cement,Cement,Scope 1+2,Cement and clinker producers,Amount drawn,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE 2050,t CO2 / t cement,,2022,2025,2030,"0,65","0,65","0,64","0,63",,"0,50","0,23","-3,08%",,"6,67%",SBTi validado,,"0,2 €bn ","0,04 %",,"0,3 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 197, 201",
Intesa Sanpaolo S.p.A.,Coal Mining,Thermal Coal Mining,,Coal mining,Amount drawn,Global,Whole bank,,No declarado,€ bn exposure,,2021,2025,2025,"0,2","0,03","0,01","0,01",,0,"100,00","-95,00%",,on track,,EUR,"0,01 €bn ","0,002 %",,0 MtCO2e (2025),,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 191, 201",Objetivo de salida total (phase-out) para 2025.
Intesa Sanpaolo S.p.A.,Iron & Steel,Steel,Scope 1+2,Crude steel production,Amount drawn,Global,Whole bank,SBTi; PCAF; SDA,ISP specific 1.5 ºC - pathway calculated through SBTi tool,tCO2/t steel,,2022,2025,2030,"1,05",1,"0,82","0,9",,"0,81","0,23","-0,14","-3,19%",on track,SBTi validado,,"0,9 €bn ","0,2 %",,1 MtCO2e (2025),,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 198, 201",
Intesa Sanpaolo S.p.A.,Oil & Gas,Oil & Gas,Scope 1+2+3,Upstream; Midstream; Downstream,Amount drawn; Debt financing,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,gCO2eq/MJ,,2021,2025,2030,64,64,64,63,,52,"0,19","-1,56%",,on track,SBTi validado,,"3,1 €bn ","0,7 %",,"10,9 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 191, 198, 201",Objetivo expresado como rango (52-58).
Intesa Sanpaolo S.p.A.,Oil & Gas,Oil & Gas,Scope 1+2+3,Upstream; Midstream; Downstream,Amount drawn; Debt financing,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,gCO2eq/MJ,,2021,2025,2030,64,64,64,63,,58,"0,09","-1,56%",,on track,SBTi validado,,"3,1 €bn ","0,7 %",,"10,9 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 191, 198, 201",Objetivo expresado como rango (52-58).
Intesa Sanpaolo S.p.A.,Power Generation,Power,Scope 1+2,Power generation,Amount drawn,Global,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,kgCO2eq/MWh,,2022,2025,2030,202,180,123,108,,110,"0,46","-46,53%",,ahead of target,SBTi validado,,"7,6 €bn ","1,8 %",,"1,4 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 199, 201",
Intesa Sanpaolo S.p.A.,Commercial Real Estate,Commercial Real Estate,Scope 1+2+3,Real estate use,Amount drawn,Italia,Whole bank,SBTi; PCAF; SDA,IEA NZE2050,kgCO2eq/m2,,2022,2025,2030,"43,16","44,25","38,94","36,14",,"22,11","49,00","-16,27%",,on track,SBTi validado,,"6,4 €bn ","1,5 %",,"0,4 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 200, 201",Sujeto a políticas gubernamentales de descarbonización de la red.
Intesa Sanpaolo S.p.A.,Residential Real Estate,Residential Real Estate,Scope 1+2+3,Residential mortgages,Amount drawn,Italia,Retail,PCAF; SDA,IEA NZE2050,kgCO2eq/m2,,2022,2025,2030,"30,13","29,67","28,77","26,88",,"19,26","36,00","-10,79%",,on track,,,"106,9 €bn ","24,8 %",,"1,8 MtCO2e (2025)",,€76bn (2021-2025),,,,,Sí,,Annual Report 2025,"p. 192, 200, 201, 202",Sujeto a descarbonización de la red eléctrica nacional.
Intesa Sanpaolo S.p.A.,Propia operativa,Commercial Real Estate,Scope 1+2,Inmuebles y flota de vehículos,,Global,Whole bank,SBTi,IEA NZE2050 - 1.5°C,tCO2eq,,2019,2025,2030,96192,,,58483,,"-0,53","53,00","39,00","7,35",on track,SBTi validado,,,,,,,€76bn (2021-2025),,,,Sí,46113,Annual Report 2025,"p. 187, 189",Objetivo de reducción del 53% en emisiones absolutas Scope 1 y 2 para 2030.,
Barclays PLC,Upstream Energy,Oil & Gas,Scope 1+2+3,"Upstream - producers of coal, oil, gas and NGLs",Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA SDS / IEA NZE2050,MtCO2 eq,,2020,2025,2030,"74,1",,,43.74,,,"0,40","41,00",,Exceeded 2025 target,Verificado externamente - KPMG LLP,GBP,14.106 £bn (2025),4 (portfolio total: 356.8 £bn),,"13,7 MtCO2e (2025)",,500 $bn (acumulado desde 2020),,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",La reducción YTD es del 41% frente al objetivo de 15% para 2025 y 40% para 2030.
Barclays PLC,Power,Power,Scope 1,Power generation,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE 2050,kgCO2e/MWh,,2020,2025,2030,316,,,204,,98,"0,69","35,00",,Exceeded 2025 target,Verificado externamente - KPMG LLP,GBP,18.800 £bn (2025),5 (portfolio total: 356.8 £bn),,"13,6 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",Re-baselined en 2025 de 311 a 316 kgCO2e/MWh.
Barclays PLC,Power,Power,Scope 1,Power generation,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE 2050,kgCO2e/MWh,,2020,2025,2030,316,,,204,,158,"0,50","35,00",,Exceeded 2025 target,Verificado externamente - KPMG LLP,GBP,18.800 £bn (2025),5 (portfolio total: 356.8 £bn),,"13,6 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",Re-baselined en 2025 de 311 a 316 kgCO2e/MWh.
Barclays PLC,Cement,Cement,Scope 1+2,Cement manufacturing,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE 2050,t CO2 / t cement,,2021,2025,2030,"0,631",,,"0,551",,"0,47","0,26","-0,13",,,Verificado externamente - KPMG LLP,GBP,0.281 £bn (2025),,,"1,5 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,Cement,Cement,Scope 1+2,Cement manufacturing,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE 2050,t CO2 / t cement,,2021,2025,2030,"0,631",,,"0,551",,"0,50","0,20","-0,13",,,Verificado externamente - KPMG LLP,GBP,0.281 £bn (2025),,,"1,5 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,Steel,Steel,Scope 1+2,Steel manufacturing,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE2050,tCO2e/t,,2021,2025,2030,1945,,,1352,,1.167,"0,40","-0,30","-5,52%",On track,Verificado externamente - KPMG LLP,GBP,0.170 £bn (2025),,,"0,8 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,Steel,Steel,Scope 1+2,Steel manufacturing,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE2050,tCO2e/t,,2021,2025,2030,1945,,,1352,,1.556,"0,20","-0,30","-2,45%",On track,Verificado externamente - KPMG LLP,GBP,0.170 £bn (2025),,,"0,8 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,Automotive manufacturing,Automotive,Scope 1+2+3,Downstream - Light Duty Vehicles manufacturers,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE2050,gCO2e/vkm,,2022,2025,2030,"174,8",,,"169,1",,"62,9","0,64","3,00",,On track,Verificado externamente - KPMG LLP,GBP,4.902 £bn (2025),,,"3,6 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,Automotive manufacturing,Automotive,Scope 1+2+3,Downstream - Light Duty Vehicles manufacturers,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,IEA NZE2050,gCO2e/vkm,,2022,2025,2030,"174,8",,,"169,1",,"104,9","0,40","3,00",,On track,Verificado externamente - KPMG LLP,GBP,4.902 £bn (2025),,,"3,6 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,Aviation,Aviation,Scope 1+3,Commercial Aviation - Passenger and Dedicated cargo,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Whole bank,Blue Track,MPP Prudent,gCO2e/RTK,,2023,2025,2030,882,882,,866,,741-785,11-16,"2,00",,On track,Verificado externamente - KPMG LLP,GBP,2.777 £bn (2025),,,"4,6 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,UK Commercial Real Estate,Commercial Real Estate,Scope 1+2,Midstream - UK Corporate Bank,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB,Blue Track,CRREM II,kgCO2e/m²,,2023,2025,2030,30,,,"24,7",,"14,7","51,00","6,00",,On track,Verificado externamente - KPMG LLP,GBP,33.749 £bn (2025),,,"0,1 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",Re-baselined en 2025 de 30.0 a 26.3 kgCO2e/m².
Barclays PLC,UK Agriculture,Agriculture,Scope 1+2+3,Upstream - Livestock and dairy farmers,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,CIB; Retail,Blue Track,CCC BNZ,MtCO2e,,2023,2025,2030,"0,53",0.53,,N/A,,"0,42","21,00","13,00",,On track,Verificado externamente - KPMG LLP,GBP,4.083 £bn (2025),,,"0,46 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92",
Barclays PLC,UK Housing,Residential Real Estate,Scope 1+2,Downstream - UK mortgages; Social Housing,Amount drawn; Undrawn commitments; Capital markets facilitated,Global,Retail,Blue Track,CCC BNZ,kgCO2e/m²,,2023,2025,2030,"32,1",,,"27,1",,"19,26","40,00","3,00",,On track,Verificado externamente - KPMG LLP,GBP,189.212 £bn (2025),,,"1,6 MtCO2e (2025)",,,,,,,Sí,46054,Barclays PLC | Annual Report 2025,"p. 36, 65, 89, 92","Definido como punto de convergencia, no objetivo formal. Re-baselined en 2025 de 32.1 a 27.9 kgCO2e/m²."
Standard Chartered PLC,Agriculture,Agriculture,Scope 1+2+3,Full value chain (pre-farm and post-farm),Amount drawn,Global,CIB,PCAF,IPCC (1.5°C–2°C),°C,,2023,2024,2030,2.96,2.96,2.33,,,2.4-2.6,13-20,"21,00",,On track,Verificado externamente - Ernst & Young,USD,8.2 (2024),,,"15,3 MtCO2e (2024)",,$157bn,,,2.33°C,,Sí,,Annual Report 2025,"p. 98, 99, 100, 102",El % de reducción es el objetivo de reducción de ITR según el reporte. El ITR reportado en 2024 es 2.33C.
Standard Chartered PLC,Aluminium,Aluminum,Scope 1+2,Aluminium producers,Amount drawn,Global,CIB,PCAF,MPP STS,tCO2e/tonne aluminium,,2021,2024,2030,5.62,3.28,6.75,,,6.1,,"105,00",,Off track,Verificado externamente - Ernst & Young,USD,0.4 (2024),,,"0,6 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 102",La intensidad aumentó significativamente en 2024 debido a préstamos a corto plazo.
Standard Chartered PLC,Automotive manufacturers,Automotive,Scope 1+2+3,Automotive manufacturers,Amount drawn,Global,CIB,PCAF,IEA APS / IEA NZE,gCO2e/vkm,,2021,2024,2030,178,157,145,,,66,"0,63","19,00",,On track,Verificado externamente - Ernst & Young,USD,3.3 (2024),,,"3,1 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 103",
Standard Chartered PLC,Automotive manufacturers,Automotive,Scope 1+2+3,Automotive manufacturers,Amount drawn,Global,CIB,PCAF,IEA APS / IEA NZE,gCO2e/vkm,,2021,2024,2030,178,157,145,,,100,"0,44","19,00",,On track,Verificado externamente - Ernst & Young,USD,3.3 (2024),,,"3,1 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 103",
Standard Chartered PLC,Aviation,Aviation,Scope 1+3,"Aircraft operators, owners and lessors",Amount drawn,Global,CIB,PCAF,MPP Prudent,gCO2e/RTK,,2021,2024,2030,1152,782,771,,,773,"33,00","33,00",,On track,Verificado externamente - Ernst & Young,USD,1.5 (2024),,,"1,2 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 103",
Standard Chartered PLC,Cement,Cement,Scope 1+2,Clinker and cement manufacturing,Amount drawn,Global,CIB,PCAF,IEA NZE,t CO2 / t cement,,2021,2024,2030,"0,67","0,62","0,6",,,"0,52","0,22","-10,00","-0,03",,Verificado externamente - Ernst & Young,USD,0.6 (2024),,,"1,8 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 104",
Standard Chartered PLC,Commercial real estate,Commercial Real Estate,Scope 1+2,Commercial real estate investment facilities,Amount drawn,Global,CIB,PCAF,IEA APS / IEA NZE,kgCO2e/sq.m,,2021,2024,2030,73,58,53,,,19-39,47-74,"27,00",,On track,Verificado externamente - Ernst & Young,USD,5.3 (2024),,,"0,1 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 104",
Standard Chartered PLC,Oil and gas,Oil & Gas,Scope 1+2+3,"Upstream, midstream and downstream",Amount drawn,Global,CIB,PCAF,IEA NZE,MtCO2 eq,,2020,2024,2030,"13,1","8,7","7,2",,,"9,3","0,29","45,00",,On track,Verificado externamente - Ernst & Young,USD,6.4 (2024),,,"7,2 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 105",El valor de intensidad 2023 fue restado según nota 8 en p. 98 (originalmente 9.4).
Standard Chartered PLC,Power,Power,Scope 1+2,Electricity generation,Amount drawn,Global,CIB,PCAF,IEA APS / IEA NZE,tCO2/MWh,,2021,2024,2030,"0,52","0,43","0,39",,,"0,17","0,67","-0,25",,On track,Verificado externamente - Ernst & Young,USD,6.3 (2024),,,"5,6 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 105",
Standard Chartered PLC,Power,Power,Scope 1+2,Electricity generation,Amount drawn,Global,CIB,PCAF,IEA APS / IEA NZE,tCO2/MWh,,2021,2024,2030,"0,52","0,43","0,39",,,"0,28","0,46","-0,25",,On track,Verificado externamente - Ernst & Young,USD,6.3 (2024),,,"5,6 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 105",
Standard Chartered PLC,Shipping,Shipping,Scope 1+3,Shipping lessors and companies,Amount drawn,Global,CIB,PCAF,IMO rev. min. / IMO striving,% delta,,2021,2024,2030,"0,073","0,032","-0,009",,,0% delta,,"8,00",,On track,Verificado externamente - Ernst & Young,USD,5.7 (2024),,,"3,0 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 106",
Standard Chartered PLC,Steel,Steel,Scope 1+2,Steel producers,Amount drawn,Global,CIB,PCAF,MPP TM,tCO2/tonne steel,,2021,2024,2030,"2,06","1,87","1,75",,,"1,4","0,32","-0,15","-4,20%",On track,Verificado externamente - Ernst & Young,USD,0.6 (2024),,,"1,0 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 106",
Standard Chartered PLC,Steel,Steel,Scope 1+2,Steel producers,Amount drawn,Global,CIB,PCAF,MPP TM,tCO2/tonne steel,,2021,2024,2030,"2,06","1,87","1,75",,,"1,6","0,22","-0,15","-2,77%",On track,Verificado externamente - Ernst & Young,USD,0.6 (2024),,,"1,0 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 106",
Standard Chartered PLC,Thermal coal mining,Thermal Coal Mining,Scope 1+2+3,Thermal coal miners,Amount drawn,Global,CIB,PCAF,IEA NZE,MtCO2e,,2020,2024,2030,"3,3","1,2","1,1",,,"0,5","85,00","67,00",,On track,Verificado externamente - Ernst & Young,USD,0.03 (2024),,,"1,1 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 107",
Standard Chartered PLC,Residential mortgages,Residential Real Estate,Scope 1+2,Residential households,Amount drawn,"Hong Kong, Singapore, Taiwan and South Korea",Retail,CRREM,CRREM,kgCO2e/sq.m,,2021,2024,2030,"37,6",36,"34,2",,,29-32,15-23,"9,00",,On track,Verificado externamente - Ernst & Young,USD,65.7 (2024),,,"0,4 MtCO2e (2024)",,,,,,,Sí,,Annual Report 2025,"p. 98, 99, 100, 107",Cubre los 4 mercados principales que representan >85% de la exposición.
NatWest Group plc,Operational emissions (Scope 1 and 2),Commercial Real Estate,Scope 1+2,Direct own global operations,,Global,Whole bank,,Science-based pathway,MtCO2e,,2019,2025,2030,"0,14","0,06","0,06","0,05",,,"70,00","64,00",,on track,,,,,,0.05 MtCO2e (2025),,,,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,"p. 50, 54",Reducción del 66% respecto a 2019 reportada en p. 50. El objetivo es reducción del 70% para 2030. Los valores de 2023 y 2024 se repiten según tabla de p. 54.
NatWest Group plc,Operational emissions (Scope 3),Oil & Gas,Scope 3,Operational value chain (categories 1-14),,Global,Whole bank,,Science-based pathway,MtCO2 eq,,2019,2025,2030,"0,91","0,52","0,49","0,49",,,"50,00","46,00",,on track,,,,,,0.49 MtCO2e (2025),,,,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,"p. 50, 54",Cubre categorías 1-14 excluyendo categoría 15. Reducción del 47% respecto a 2019 reportada en p. 50.
NatWest Group plc,UK residential mortgages,Residential Real Estate,Scope 3,Downland - Residential mortgages,,Reino Unido,Retail Banking,,No declarado,% EPC C or better,,2023,2025,2030,,,"46,3","48,8",,50,,,,on track,,,,67,,,,,,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,"p. 50, 208, 212",Objetivo de que el 50% de la cartera tenga calificación EPC C o superior para 2030. El Portfolio Amount se refiere a la cartera con EPC disponible.
NatWest Group plc,Coal,Thermal Coal Mining,Scope 3,Coal production; Coal-fired generation; Coal-related infrastructure,,Global,Whole bank,,No declarado,Exposure amount,,,2025,2030,,,"0,6","0,6",,,,,,on track,,,0.6 £bn (2025),,,,,,,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,p. 50,Objetivo de eliminación completa (phase-out) para el 1 de enero de 2030.
NatWest Group plc,Climate and transition finance,,,,Lending; Underwriting; Facilitation,,Whole bank,,,£bn (acumulado),,2025,2025,2030,,,,19,,200,,,,on track,,,,,,,,19.0 £bn (H2 2025),,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,"p. 49, 50",Nuevo objetivo establecido en julio de 2025 de 200 £bn acumulados hasta finales de 2030. Reemplaza el objetivo anterior de 100 £bn.
NatWest Group plc,Assets under Management (WACI),"No se puede clasificar en ninguna de las categorías proporcionadas, ya que Assets under Management (WACI) es una métrica financiera/de carbono y no un sector industrial. Por favor, asegúrate de que las categorías coincidan con el tipo de dato de la celda.",Scope 3,Managed Assets (listed equity and corporate fixed income),Asset Management,,Private Banking & Wealth Management,,No declarado,tCO2e/£m revenue,,2019,2025,2030,,,,,,50,,"43,00",,ahead of target,,,30.2 £bn (2025),84,,1.3 MtCO2e (2025),,,,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,"p. 50, 68",Objetivo de reducir la intensidad de carbono media ponderada (WACI) en un 50% para 2030. Reducción acumulada del 43% a 2025.
NatWest Group plc,Commercial Real Estate,Commercial Real Estate,Scope 3,Midstream - Commercial real estate,,Reino Unido,Commercial & Institutional,UNEP FI,No declarado,,,2023,2024,2030,,,,,,,,,,Seguimiento,,,19.4 £bn (2025),,,0.197 MtCO2e (2025),,,,,,,Sí,46054,NatWest Group plc 2025 Annual Report and Accounts,"p. 50, 208, 215",Sectores bajo los nuevos 9 objetivos basados en actividades con año base 2023. Se reporta alineamiento de 6 de 9 carteras en p. 50.
Nordea Bank Abp,Residential Real Estate,Residential Real Estate,Scope 1+2,Downstream - Households and tenant-owner associations,Amount drawn,Nordics,Whole bank,SDA,CRREM v1.093,kgCO2e/m²,,2019,2025,2030,"12,2",,,"8,1",,"6,1-7,3",40-50,"-33,61%",,on track,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,"1,56 MtCO2e (2025)",,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 132, 143",Año base recalculado en 2025 (antes 17.4). El valor 2025 (8.1) corresponde a la intensidad reportada.
Nordea Bank Abp,Shipping,Shipping,Scope 1,Downstream - Vessels,Amount drawn,Global,Whole bank,Poseidon Principles,Poseidon Principles (IMO 2050),"AER, gCO2/dwt-nm",,2019,2025,2030,"8,3",,,7,,"5,8","30,12%","-15,66%",,on track,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,"2,42 MtCO2e (2025)",,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 133, 140",El dato más reciente de intensidad (7.0) corresponde a 2024.
Nordea Bank Abp,Agriculture,Agriculture,Scope 1+2,"Upstream - Animal husbandry; Crops, plantation and hunting",Amount drawn,Nordics,Whole bank,Economic Intensity Contraction,National sector targets / SBTi FLAG,tCO2e/EURm,,2021,2025,2030,363,,,368,,182-218,40-50,"1,38%",,on track,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,"1,59 MtCO2e (2025)",,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 133, 140",Año base recalculado en 2025 (antes 758). La intensidad aumentó en 2025 debido a nuevas exposiciones con factores PCAF estimados.
Nordea Bank Abp,Motor Vehicles,Automotive,Scope 1,Downstream - Cars and vans,Amount drawn; Leasing,Nordics,Whole bank,PCAF,IEA NZE,gCO2e/vkm,,2022,2025,2030,114,,,94,, ,,"-17,54%",,on track,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,"0,22 MtCO2e (2025)",,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 134, 142",Año base 2022 (114). Valor 2025 es 94 gCO2e/km.
Nordea Bank Abp,Power Production,Power,Scope 1+2,Upstream - Electric utilities,Amount drawn,Nordics,Whole bank,SDA,IEA NZE / SBTi 1.5C,gCO2e/kWh,,2021,2025,2030,220,,,20,,66,"0,70","-90,91%",,ahead of target,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,20 MtCO2e (2025),,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 134, 140",El dato más reciente de intensidad (20) corresponde a 2024.
Nordea Bank Abp,Oil & Gas,Oil & Gas,Scope 1+2+3,Upstream - Exploration and production,Amount drawn,Global,Whole bank,Absolute Contraction,IEA NZE,MtCO2 eq,,2019,2025,2030,"2,8",,,"0,01",,"1,2","0,57","-99,64%",,ahead of target,Verificado externamente - PricewaterhouseCoopers Oy,EUR,,,,"0,01 MtCO2e (2025)",,,,,,,Sí,46054,Nordea Annual Report 2025,"pp. 131, 135, 140",Reducción del 99.6% lograda por desinversión casi total del sector.
